Expert 1,Expert 2,Expert 3,Expert 4,color_cam_path,side_cam_path,Rfid,Pos,average_expert,expert_binary,plant_width_side_view,plant_height_side_view,plant_area_side_view,plant_width_top_view,plant_height_top_view,plant_area_top_view
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00149 Plant 0015 Plant 0015/18-02-2019 -- 11.00.21,761_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00149 Plant 0015 Plant 0015/18-02-2019 -- 11.00.21,761_Cam_03.png",A2,Plant 0015,4.0,0,261,258,13020,142,384,2787
3,1,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00150 Plant 0016 Plant 0016/18-02-2019 -- 11.00.28,912_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00150 Plant 0016 Plant 0016/18-02-2019 -- 11.00.28,912_Cam_03.png",A2,Plant 0016,2.5,0,552,714,63241,480,748,61346
2,1,2,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00151 Plant 0017 Plant 0017/18-02-2019 -- 11.00.35,029_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00151 Plant 0017 Plant 0017/18-02-2019 -- 11.00.35,029_Cam_03.png",A2,Plant 0017,1.5,1,451,400,15858,427,601,41447
2,2,3,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00152 Plant 0018 Plant 0018/18-02-2019 -- 11.00.43,140_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00152 Plant 0018 Plant 0018/18-02-2019 -- 11.00.43,140_Cam_03.png",A2,Plant 0018,2.25,0,402,349,19334,360,629,41730
2,2,3,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00153 Plant 0019 Plant 0019/18-02-2019 -- 11.00.49,262_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00153 Plant 0019 Plant 0019/18-02-2019 -- 11.00.49,262_Cam_03.png",A2,Plant 0019,2.25,0,225,344,5643,611,596,40274
1,1,2,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00154 Plant 0020 Plant 0020/18-02-2019 -- 11.00.55,736_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00154 Plant 0020 Plant 0020/18-02-2019 -- 11.00.55,736_Cam_03.png",A2,Plant 0020,1.25,1,437,422,16535,537,517,61980
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00155 Plant 0021 Plant 0021/18-02-2019 -- 11.01.14,961_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00155 Plant 0021 Plant 0021/18-02-2019 -- 11.01.14,961_Cam_03.png",A2,Plant 0021,1.0,1,736,734,68024,653,666,100523
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00156 Plant 0022 Plant 0022/18-02-2019 -- 11.01.21,156_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00156 Plant 0022 Plant 0022/18-02-2019 -- 11.01.21,156_Cam_03.png",A2,Plant 0022,1.0,1,416,685,47427,594,503,64552
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00157 Plant 0023 Plant 0023/18-02-2019 -- 11.01.28,119_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00157 Plant 0023 Plant 0023/18-02-2019 -- 11.01.28,119_Cam_03.png",A2,Plant 0023,4.0,0,250,78,7307,262,595,6597
2,2,2,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00158 Plant 0024 Plant 0024/18-02-2019 -- 11.01.35,420_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00158 Plant 0024 Plant 0024/18-02-2019 -- 11.01.35,420_Cam_03.png",A2,Plant 0024,2.0,1,399,643,47681,486,634,26215
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00159 Plant 0025 Plant 0025/18-02-2019 -- 11.01.43,201_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00159 Plant 0025 Plant 0025/18-02-2019 -- 11.01.43,201_Cam_03.png",A2,Plant 0025,1.0,1,470,710,57248,531,753,86500
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00160 Plant 0026 Plant 0026/18-02-2019 -- 11.01.49,712_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00160 Plant 0026 Plant 0026/18-02-2019 -- 11.01.49,712_Cam_03.png",A2,Plant 0026,4.0,0,297,251,23422,240,594,10521
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00161 Plant 0027 Plant 0027/18-02-2019 -- 11.01.55,530_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00161 Plant 0027 Plant 0027/18-02-2019 -- 11.01.55,530_Cam_03.png",A2,Plant 0027,3.0,0,198,292,8311,514,598,28206
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00162 Plant 0028 Plant 0028/18-02-2019 -- 11.02.01,814_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00162 Plant 0028 Plant 0028/18-02-2019 -- 11.02.01,814_Cam_03.png",A2,Plant 0028,1.0,1,547,380,23358,565,588,63469
2,1,2,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00163 Plant 0029 Plant 0029/18-02-2019 -- 11.02.09,067_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00163 Plant 0029 Plant 0029/18-02-2019 -- 11.02.09,067_Cam_03.png",A2,Plant 0029,1.75,1,542,392,14054,380,556,54053
1,1,2,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00164 Plant 0030 Plant 0030/18-02-2019 -- 11.02.14,393_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00164 Plant 0030 Plant 0030/18-02-2019 -- 11.02.14,393_Cam_03.png",A2,Plant 0030,1.25,1,443,395,25482,366,785,62307
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00165 Plant 0031 Plant 0031/18-02-2019 -- 11.02.20,342_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00165 Plant 0031 Plant 0031/18-02-2019 -- 11.02.20,342_Cam_03.png",A2,Plant 0031,1.0,1,497,670,45585,429,782,70226
3,2,3,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00166 Plant 0032 Plant 0032/18-02-2019 -- 11.02.41,487_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00166 Plant 0032 Plant 0032/18-02-2019 -- 11.02.41,487_Cam_03.png",A2,Plant 0032,2.5,0,275,633,29077,423,378,40696
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00167 Plant 0033 Plant 0033/18-02-2019 -- 11.02.47,571_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00167 Plant 0033 Plant 0033/18-02-2019 -- 11.02.47,571_Cam_03.png",A2,Plant 0033,1.0,1,503,364,27965,397,808,85445
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00168 Plant 0034 Plant 0034/18-02-2019 -- 11.02.53,923_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00168 Plant 0034 Plant 0034/18-02-2019 -- 11.02.53,923_Cam_03.png",A2,Plant 0034,1.0,1,592,685,45222,615,644,75212
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00169 Plant 0035 Plant 0035/18-02-2019 -- 11.03.00,086_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00169 Plant 0035 Plant 0035/18-02-2019 -- 11.03.00,086_Cam_03.png",A2,Plant 0035,1.0,1,357,428,23901,717,587,97483
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00170 Plant 0036 Plant 0036/18-02-2019 -- 11.03.06,825_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00170 Plant 0036 Plant 0036/18-02-2019 -- 11.03.06,825_Cam_03.png",A2,Plant 0036,1.0,1,388,469,28226,574,600,52142
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00171 Plant 0037 Plant 0037/18-02-2019 -- 11.03.14,604_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00171 Plant 0037 Plant 0037/18-02-2019 -- 11.03.14,604_Cam_03.png",A2,Plant 0037,1.0,1,566,470,37675,500,498,40626
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00172 Plant 0038 Plant 0038/18-02-2019 -- 11.03.20,083_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00172 Plant 0038 Plant 0038/18-02-2019 -- 11.03.20,083_Cam_03.png",A2,Plant 0038,1.0,1,438,460,27827,538,459,71411
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00173 Plant 0039 Plant 0039/18-02-2019 -- 11.03.26,154_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00173 Plant 0039 Plant 0039/18-02-2019 -- 11.03.26,154_Cam_03.png",A2,Plant 0039,3.0,0,354,473,31021,335,592,19862
3,1,1,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00174 Plant 0040 Plant 0040/18-02-2019 -- 11.03.32,692_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00174 Plant 0040 Plant 0040/18-02-2019 -- 11.03.32,692_Cam_03.png",A2,Plant 0040,2.0,1,473,663,52870,556,575,71171
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00175 Plant 0041 Plant 0041/18-02-2019 -- 11.03.38,946_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00175 Plant 0041 Plant 0041/18-02-2019 -- 11.03.38,946_Cam_03.png",A2,Plant 0041,1.0,1,658,733,53680,502,772,74274
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00176 Plant 0042 Plant 0042/18-02-2019 -- 11.04.12,036_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00176 Plant 0042 Plant 0042/18-02-2019 -- 11.04.12,036_Cam_03.png",A2,Plant 0042,1.0,1,460,467,43061,631,816,105792
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00177 Plant 0043 Plant 0043/18-02-2019 -- 11.04.19,418_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00177 Plant 0043 Plant 0043/18-02-2019 -- 11.04.19,418_Cam_03.png",A2,Plant 0043,1.0,1,603,732,58601,614,720,116358
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00178 Plant 0044 Plant 0044/18-02-2019 -- 11.04.24,887_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00178 Plant 0044 Plant 0044/18-02-2019 -- 11.04.24,887_Cam_03.png",A2,Plant 0044,1.0,1,551,712,51925,516,558,64042
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00179 Plant 0045 Plant 0045/18-02-2019 -- 11.04.30,395_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00179 Plant 0045 Plant 0045/18-02-2019 -- 11.04.30,395_Cam_03.png",A2,Plant 0045,1.0,1,577,483,42584,514,904,104317
2,1,1,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00180 Plant 0046 Plant 0046/18-02-2019 -- 11.04.36,960_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00180 Plant 0046 Plant 0046/18-02-2019 -- 11.04.36,960_Cam_03.png",A2,Plant 0046,1.5,1,391,372,17473,406,691,63356
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00181 Plant 0047 Plant 0047/18-02-2019 -- 11.04.42,668_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00181 Plant 0047 Plant 0047/18-02-2019 -- 11.04.42,668_Cam_03.png",A2,Plant 0047,1.0,1,492,619,47266,520,623,82482
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00182 Plant 0048 Plant 0048/18-02-2019 -- 11.04.49,035_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00182 Plant 0048 Plant 0048/18-02-2019 -- 11.04.49,035_Cam_03.png",A2,Plant 0048,1.0,1,540,428,40456,665,601,94456
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00183 Plant 0049 Plant 0049/18-02-2019 -- 11.04.54,353_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00183 Plant 0049 Plant 0049/18-02-2019 -- 11.04.54,353_Cam_03.png",A2,Plant 0049,3.0,0,286,531,22865,294,549,8568
2,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00184 Plant 0050 Plant 0050/18-02-2019 -- 11.05.01,143_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00184 Plant 0050 Plant 0050/18-02-2019 -- 11.05.01,143_Cam_03.png",A2,Plant 0050,2.75,0,284,630,34278,453,567,20968
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00185 Plant 0051 Plant 0051/18-02-2019 -- 11.05.06,659_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00185 Plant 0051 Plant 0051/18-02-2019 -- 11.05.06,659_Cam_03.png",A2,Plant 0051,3.0,0,334,321,11621,241,560,17979
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00186 Plant 0052 Plant 0052/18-02-2019 -- 11.05.12,515_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00186 Plant 0052 Plant 0052/18-02-2019 -- 11.05.12,515_Cam_03.png",A2,Plant 0052,4.0,0,290,285,21489,210,554,8814
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00187 Plant 0053 Plant 0053/18-02-2019 -- 11.05.37,551_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00187 Plant 0053 Plant 0053/18-02-2019 -- 11.05.37,551_Cam_03.png",A2,Plant 0053,3.0,0,186,221,6509,215,357,14219
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00188 Plant 0054 Plant 0054/18-02-2019 -- 11.05.43,183_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00188 Plant 0054 Plant 0054/18-02-2019 -- 11.05.43,183_Cam_03.png",A2,Plant 0054,4.0,0,74,252,8950,208,539,5000
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00189 Plant 0055 Plant 0055/18-02-2019 -- 11.05.49,354_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/A2/00189 Plant 0055 Plant 0055/18-02-2019 -- 11.05.49,354_Cam_03.png",A2,Plant 0055,1.0,1,484,458,40042,400,829,64121
