Expert 1,Expert 2,Expert 3,Expert 4,color_cam_path,side_cam_path,Rfid,Pos
1,1,1,1,"A1/00512 Plant 0125 Plant 0125/18-02-2019 -- 12.58.49,589_Cam_06.png","A1/00512 Plant 0125 Plant 0125/18-02-2019 -- 12.58.49,589_Cam_03.png",A1,Plant 0125
1,1,1,1,"A2/00134 Plant 0000 Plant 0000/18-02-2019 -- 10.56.39,433_Cam_06.png","A2/00134 Plant 0000 Plant 0000/18-02-2019 -- 10.56.39,433_Cam_03.png",A2,Plant 0000
2,1,2,2,"A2/00136 Plant 0002 Plant 0002/18-02-2019 -- 10.58.14,574_Cam_06.png","A2/00136 Plant 0002 Plant 0002/18-02-2019 -- 10.58.14,574_Cam_03.png",A2,Plant 0002
1,1,3,1,"A2/00137 Plant 0003 Plant 0003/18-02-2019 -- 10.58.36,437_Cam_06.png","A2/00137 Plant 0003 Plant 0003/18-02-2019 -- 10.58.36,437_Cam_03.png",A2,Plant 0003
3,3,3,3,"A2/00138 Plant 0004 Plant 0004/18-02-2019 -- 10.58.43,242_Cam_06.png","A2/00138 Plant 0004 Plant 0004/18-02-2019 -- 10.58.43,242_Cam_03.png",A2,Plant 0004
4,4,4,4,"A2/00139 Plant 0005 Plant 0005/18-02-2019 -- 10.58.50,124_Cam_06.png","A2/00139 Plant 0005 Plant 0005/18-02-2019 -- 10.58.50,124_Cam_03.png",A2,Plant 0005
1,1,2,1,"A2/00140 Plant 0006 Plant 0006/18-02-2019 -- 10.58.57,686_Cam_06.png","A2/00140 Plant 0006 Plant 0006/18-02-2019 -- 10.58.57,686_Cam_03.png",A2,Plant 0006
1,1,1,1,"A2/00141 Plant 0007 Plant 0007/18-02-2019 -- 10.59.04,927_Cam_06.png","A2/00141 Plant 0007 Plant 0007/18-02-2019 -- 10.59.04,927_Cam_03.png",A2,Plant 0007
1,1,1,1,"A2/00142 Plant 0008 Plant 0008/18-02-2019 -- 10.59.12,867_Cam_06.png","A2/00142 Plant 0008 Plant 0008/18-02-2019 -- 10.59.12,867_Cam_03.png",A2,Plant 0008
1,1,1,1,"A2/00143 Plant 0009 Plant 0009/18-02-2019 -- 10.59.21,115_Cam_06.png","A2/00143 Plant 0009 Plant 0009/18-02-2019 -- 10.59.21,115_Cam_03.png",A2,Plant 0009
2,1,2,2,"A2/00144 Plant 0010 Plant 0010/18-02-2019 -- 10.59.27,434_Cam_06.png","A2/00144 Plant 0010 Plant 0010/18-02-2019 -- 10.59.27,434_Cam_03.png",A2,Plant 0010
1,1,1,1,"A2/00145 Plant 0011 Plant 0011/18-02-2019 -- 10.59.54,800_Cam_06.png","A2/00145 Plant 0011 Plant 0011/18-02-2019 -- 10.59.54,800_Cam_03.png",A2,Plant 0011
1,1,1,1,"A2/00146 Plant 0012 Plant 0012/18-02-2019 -- 11.00.01,914_Cam_06.png","A2/00146 Plant 0012 Plant 0012/18-02-2019 -- 11.00.01,914_Cam_03.png",A2,Plant 0012
1,1,1,1,"A2/00147 Plant 0013 Plant 0013/18-02-2019 -- 11.00.08,594_Cam_06.png","A2/00147 Plant 0013 Plant 0013/18-02-2019 -- 11.00.08,594_Cam_03.png",A2,Plant 0013
3,3,3,3,"A2/00148 Plant 0014 Plant 0014/18-02-2019 -- 11.00.15,197_Cam_06.png","A2/00148 Plant 0014 Plant 0014/18-02-2019 -- 11.00.15,197_Cam_03.png",A2,Plant 0014
4,4,4,4,"A2/00149 Plant 0015 Plant 0015/18-02-2019 -- 11.00.21,761_Cam_06.png","A2/00149 Plant 0015 Plant 0015/18-02-2019 -- 11.00.21,761_Cam_03.png",A2,Plant 0015
3,1,3,3,"A2/00150 Plant 0016 Plant 0016/18-02-2019 -- 11.00.28,912_Cam_06.png","A2/00150 Plant 0016 Plant 0016/18-02-2019 -- 11.00.28,912_Cam_03.png",A2,Plant 0016
2,1,2,1,"A2/00151 Plant 0017 Plant 0017/18-02-2019 -- 11.00.35,029_Cam_06.png","A2/00151 Plant 0017 Plant 0017/18-02-2019 -- 11.00.35,029_Cam_03.png",A2,Plant 0017
2,2,3,2,"A2/00152 Plant 0018 Plant 0018/18-02-2019 -- 11.00.43,140_Cam_06.png","A2/00152 Plant 0018 Plant 0018/18-02-2019 -- 11.00.43,140_Cam_03.png",A2,Plant 0018
2,2,3,2,"A2/00153 Plant 0019 Plant 0019/18-02-2019 -- 11.00.49,262_Cam_06.png","A2/00153 Plant 0019 Plant 0019/18-02-2019 -- 11.00.49,262_Cam_03.png",A2,Plant 0019
1,1,2,1,"A2/00154 Plant 0020 Plant 0020/18-02-2019 -- 11.00.55,736_Cam_06.png","A2/00154 Plant 0020 Plant 0020/18-02-2019 -- 11.00.55,736_Cam_03.png",A2,Plant 0020
1,1,1,1,"A2/00155 Plant 0021 Plant 0021/18-02-2019 -- 11.01.14,961_Cam_06.png","A2/00155 Plant 0021 Plant 0021/18-02-2019 -- 11.01.14,961_Cam_03.png",A2,Plant 0021
1,1,1,1,"A2/00156 Plant 0022 Plant 0022/18-02-2019 -- 11.01.21,156_Cam_06.png","A2/00156 Plant 0022 Plant 0022/18-02-2019 -- 11.01.21,156_Cam_03.png",A2,Plant 0022
4,4,4,4,"A2/00157 Plant 0023 Plant 0023/18-02-2019 -- 11.01.28,119_Cam_06.png","A2/00157 Plant 0023 Plant 0023/18-02-2019 -- 11.01.28,119_Cam_03.png",A2,Plant 0023
2,2,2,2,"A2/00158 Plant 0024 Plant 0024/18-02-2019 -- 11.01.35,420_Cam_06.png","A2/00158 Plant 0024 Plant 0024/18-02-2019 -- 11.01.35,420_Cam_03.png",A2,Plant 0024
1,1,1,1,"A2/00159 Plant 0025 Plant 0025/18-02-2019 -- 11.01.43,201_Cam_06.png","A2/00159 Plant 0025 Plant 0025/18-02-2019 -- 11.01.43,201_Cam_03.png",A2,Plant 0025
4,4,4,4,"A2/00160 Plant 0026 Plant 0026/18-02-2019 -- 11.01.49,712_Cam_06.png","A2/00160 Plant 0026 Plant 0026/18-02-2019 -- 11.01.49,712_Cam_03.png",A2,Plant 0026
3,3,3,3,"A2/00161 Plant 0027 Plant 0027/18-02-2019 -- 11.01.55,530_Cam_06.png","A2/00161 Plant 0027 Plant 0027/18-02-2019 -- 11.01.55,530_Cam_03.png",A2,Plant 0027
1,1,1,1,"A2/00162 Plant 0028 Plant 0028/18-02-2019 -- 11.02.01,814_Cam_06.png","A2/00162 Plant 0028 Plant 0028/18-02-2019 -- 11.02.01,814_Cam_03.png",A2,Plant 0028
2,1,2,2,"A2/00163 Plant 0029 Plant 0029/18-02-2019 -- 11.02.09,067_Cam_06.png","A2/00163 Plant 0029 Plant 0029/18-02-2019 -- 11.02.09,067_Cam_03.png",A2,Plant 0029
1,1,2,1,"A2/00164 Plant 0030 Plant 0030/18-02-2019 -- 11.02.14,393_Cam_06.png","A2/00164 Plant 0030 Plant 0030/18-02-2019 -- 11.02.14,393_Cam_03.png",A2,Plant 0030
1,1,1,1,"A2/00165 Plant 0031 Plant 0031/18-02-2019 -- 11.02.20,342_Cam_06.png","A2/00165 Plant 0031 Plant 0031/18-02-2019 -- 11.02.20,342_Cam_03.png",A2,Plant 0031
3,2,3,2,"A2/00166 Plant 0032 Plant 0032/18-02-2019 -- 11.02.41,487_Cam_06.png","A2/00166 Plant 0032 Plant 0032/18-02-2019 -- 11.02.41,487_Cam_03.png",A2,Plant 0032
1,1,1,1,"A2/00167 Plant 0033 Plant 0033/18-02-2019 -- 11.02.47,571_Cam_06.png","A2/00167 Plant 0033 Plant 0033/18-02-2019 -- 11.02.47,571_Cam_03.png",A2,Plant 0033
1,1,1,1,"A2/00168 Plant 0034 Plant 0034/18-02-2019 -- 11.02.53,923_Cam_06.png","A2/00168 Plant 0034 Plant 0034/18-02-2019 -- 11.02.53,923_Cam_03.png",A2,Plant 0034
1,1,1,1,"A2/00169 Plant 0035 Plant 0035/18-02-2019 -- 11.03.00,086_Cam_06.png","A2/00169 Plant 0035 Plant 0035/18-02-2019 -- 11.03.00,086_Cam_03.png",A2,Plant 0035
1,1,1,1,"A2/00170 Plant 0036 Plant 0036/18-02-2019 -- 11.03.06,825_Cam_06.png","A2/00170 Plant 0036 Plant 0036/18-02-2019 -- 11.03.06,825_Cam_03.png",A2,Plant 0036
1,1,1,1,"A2/00171 Plant 0037 Plant 0037/18-02-2019 -- 11.03.14,604_Cam_06.png","A2/00171 Plant 0037 Plant 0037/18-02-2019 -- 11.03.14,604_Cam_03.png",A2,Plant 0037
1,1,1,1,"A2/00172 Plant 0038 Plant 0038/18-02-2019 -- 11.03.20,083_Cam_06.png","A2/00172 Plant 0038 Plant 0038/18-02-2019 -- 11.03.20,083_Cam_03.png",A2,Plant 0038
3,3,3,3,"A2/00173 Plant 0039 Plant 0039/18-02-2019 -- 11.03.26,154_Cam_06.png","A2/00173 Plant 0039 Plant 0039/18-02-2019 -- 11.03.26,154_Cam_03.png",A2,Plant 0039
3,1,1,3,"A2/00174 Plant 0040 Plant 0040/18-02-2019 -- 11.03.32,692_Cam_06.png","A2/00174 Plant 0040 Plant 0040/18-02-2019 -- 11.03.32,692_Cam_03.png",A2,Plant 0040
1,1,1,1,"A2/00175 Plant 0041 Plant 0041/18-02-2019 -- 11.03.38,946_Cam_06.png","A2/00175 Plant 0041 Plant 0041/18-02-2019 -- 11.03.38,946_Cam_03.png",A2,Plant 0041
1,1,1,1,"A2/00176 Plant 0042 Plant 0042/18-02-2019 -- 11.04.12,036_Cam_06.png","A2/00176 Plant 0042 Plant 0042/18-02-2019 -- 11.04.12,036_Cam_03.png",A2,Plant 0042
1,1,1,1,"A2/00177 Plant 0043 Plant 0043/18-02-2019 -- 11.04.19,418_Cam_06.png","A2/00177 Plant 0043 Plant 0043/18-02-2019 -- 11.04.19,418_Cam_03.png",A2,Plant 0043
1,1,1,1,"A2/00178 Plant 0044 Plant 0044/18-02-2019 -- 11.04.24,887_Cam_06.png","A2/00178 Plant 0044 Plant 0044/18-02-2019 -- 11.04.24,887_Cam_03.png",A2,Plant 0044
1,1,1,1,"A2/00179 Plant 0045 Plant 0045/18-02-2019 -- 11.04.30,395_Cam_06.png","A2/00179 Plant 0045 Plant 0045/18-02-2019 -- 11.04.30,395_Cam_03.png",A2,Plant 0045
2,1,1,2,"A2/00180 Plant 0046 Plant 0046/18-02-2019 -- 11.04.36,960_Cam_06.png","A2/00180 Plant 0046 Plant 0046/18-02-2019 -- 11.04.36,960_Cam_03.png",A2,Plant 0046
1,1,1,1,"A2/00181 Plant 0047 Plant 0047/18-02-2019 -- 11.04.42,668_Cam_06.png","A2/00181 Plant 0047 Plant 0047/18-02-2019 -- 11.04.42,668_Cam_03.png",A2,Plant 0047
1,1,1,1,"A2/00182 Plant 0048 Plant 0048/18-02-2019 -- 11.04.49,035_Cam_06.png","A2/00182 Plant 0048 Plant 0048/18-02-2019 -- 11.04.49,035_Cam_03.png",A2,Plant 0048
3,3,3,3,"A2/00183 Plant 0049 Plant 0049/18-02-2019 -- 11.04.54,353_Cam_06.png","A2/00183 Plant 0049 Plant 0049/18-02-2019 -- 11.04.54,353_Cam_03.png",A2,Plant 0049
2,3,3,3,"A2/00184 Plant 0050 Plant 0050/18-02-2019 -- 11.05.01,143_Cam_06.png","A2/00184 Plant 0050 Plant 0050/18-02-2019 -- 11.05.01,143_Cam_03.png",A2,Plant 0050
3,3,3,3,"A2/00185 Plant 0051 Plant 0051/18-02-2019 -- 11.05.06,659_Cam_06.png","A2/00185 Plant 0051 Plant 0051/18-02-2019 -- 11.05.06,659_Cam_03.png",A2,Plant 0051
4,4,4,4,"A2/00186 Plant 0052 Plant 0052/18-02-2019 -- 11.05.12,515_Cam_06.png","A2/00186 Plant 0052 Plant 0052/18-02-2019 -- 11.05.12,515_Cam_03.png",A2,Plant 0052
3,3,3,3,"A2/00187 Plant 0053 Plant 0053/18-02-2019 -- 11.05.37,551_Cam_06.png","A2/00187 Plant 0053 Plant 0053/18-02-2019 -- 11.05.37,551_Cam_03.png",A2,Plant 0053
4,4,4,4,"A2/00188 Plant 0054 Plant 0054/18-02-2019 -- 11.05.43,183_Cam_06.png","A2/00188 Plant 0054 Plant 0054/18-02-2019 -- 11.05.43,183_Cam_03.png",A2,Plant 0054
1,1,1,1,"A2/00189 Plant 0055 Plant 0055/18-02-2019 -- 11.05.49,354_Cam_06.png","A2/00189 Plant 0055 Plant 0055/18-02-2019 -- 11.05.49,354_Cam_03.png",A2,Plant 0055
1,1,1,1,"A2/00190 Plant 0056 Plant 0056/18-02-2019 -- 11.05.54,584_Cam_06.png","A2/00190 Plant 0056 Plant 0056/18-02-2019 -- 11.05.54,584_Cam_03.png",A2,Plant 0056
1,1,1,3,"A2/00191 Plant 0057 Plant 0057/18-02-2019 -- 11.06.00,804_Cam_06.png","A2/00191 Plant 0057 Plant 0057/18-02-2019 -- 11.06.00,804_Cam_03.png",A2,Plant 0057
1,1,1,1,"A2/00192 Plant 0058 Plant 0058/18-02-2019 -- 11.06.06,753_Cam_06.png","A2/00192 Plant 0058 Plant 0058/18-02-2019 -- 11.06.06,753_Cam_03.png",A2,Plant 0058
3,3,3,3,"A2/00193 Plant 0059 Plant 0059/18-02-2019 -- 11.06.11,880_Cam_06.png","A2/00193 Plant 0059 Plant 0059/18-02-2019 -- 11.06.11,880_Cam_03.png",A2,Plant 0059
2,1,2,2,"A2/00194 Plant 0060 Plant 0060/18-02-2019 -- 11.06.18,147_Cam_06.png","A2/00194 Plant 0060 Plant 0060/18-02-2019 -- 11.06.18,147_Cam_03.png",A2,Plant 0060
1,1,1,1,"A2/00195 Plant 0061 Plant 0061/18-02-2019 -- 11.06.24,522_Cam_06.png","A2/00195 Plant 0061 Plant 0061/18-02-2019 -- 11.06.24,522_Cam_03.png",A2,Plant 0061
4,4,4,4,"A2/00196 Plant 0062 Plant 0062/18-02-2019 -- 11.06.30,154_Cam_06.png","A2/00196 Plant 0062 Plant 0062/18-02-2019 -- 11.06.30,154_Cam_03.png",A2,Plant 0062
1,1,1,1,"A2/00197 Plant 0063 Plant 0063/18-02-2019 -- 11.07.01,231_Cam_06.png","A2/00197 Plant 0063 Plant 0063/18-02-2019 -- 11.07.01,231_Cam_03.png",A2,Plant 0063
1,2,2,1,"A2/00198 Plant 0064 Plant 0064/18-02-2019 -- 11.07.08,710_Cam_06.png","A2/00198 Plant 0064 Plant 0064/18-02-2019 -- 11.07.08,710_Cam_03.png",A2,Plant 0064
2,3,3,3,"A2/00199 Plant 0065 Plant 0065/18-02-2019 -- 11.07.13,515_Cam_06.png","A2/00199 Plant 0065 Plant 0065/18-02-2019 -- 11.07.13,515_Cam_03.png",A2,Plant 0065
1,1,1,1,"A2/00200 Plant 0066 Plant 0066/18-02-2019 -- 11.07.19,680_Cam_06.png","A2/00200 Plant 0066 Plant 0066/18-02-2019 -- 11.07.19,680_Cam_03.png",A2,Plant 0066
1,1,1,1,"A2/00201 Plant 0067 Plant 0067/18-02-2019 -- 11.07.25,422_Cam_06.png","A2/00201 Plant 0067 Plant 0067/18-02-2019 -- 11.07.25,422_Cam_03.png",A2,Plant 0067
2,2,3,3,"A2/00202 Plant 0068 Plant 0068/18-02-2019 -- 11.07.31,137_Cam_06.png","A2/00202 Plant 0068 Plant 0068/18-02-2019 -- 11.07.31,137_Cam_03.png",A2,Plant 0068
1,1,1,1,"A2/00203 Plant 0069 Plant 0069/18-02-2019 -- 11.07.37,398_Cam_06.png","A2/00203 Plant 0069 Plant 0069/18-02-2019 -- 11.07.37,398_Cam_03.png",A2,Plant 0069
3,3,3,3,"A2/00204 Plant 0070 Plant 0070/18-02-2019 -- 11.07.43,330_Cam_06.png","A2/00204 Plant 0070 Plant 0070/18-02-2019 -- 11.07.43,330_Cam_03.png",A2,Plant 0070
1,2,1,1,"A2/00205 Plant 0071 Plant 0071/18-02-2019 -- 11.08.07,163_Cam_06.png","A2/00205 Plant 0071 Plant 0071/18-02-2019 -- 11.08.07,163_Cam_03.png",A2,Plant 0071
4,4,4,4,"A2/00206 Plant 0072 Plant 0072/18-02-2019 -- 11.08.12,662_Cam_06.png","A2/00206 Plant 0072 Plant 0072/18-02-2019 -- 11.08.12,662_Cam_03.png",A2,Plant 0072
3,3,3,3,"A2/00207 Plant 0073 Plant 0073/18-02-2019 -- 11.08.17,814_Cam_06.png","A2/00207 Plant 0073 Plant 0073/18-02-2019 -- 11.08.17,814_Cam_03.png",A2,Plant 0073
1,1,2,2,"A2/00208 Plant 0074 Plant 0074/18-02-2019 -- 11.08.42,003_Cam_06.png","A2/00208 Plant 0074 Plant 0074/18-02-2019 -- 11.08.42,003_Cam_03.png",A2,Plant 0074
1,1,1,1,"A2/00209 Plant 0075 Plant 0075/18-02-2019 -- 11.08.49,235_Cam_06.png","A2/00209 Plant 0075 Plant 0075/18-02-2019 -- 11.08.49,235_Cam_03.png",A2,Plant 0075
1,1,2,2,"A2/00210 Plant 0076 Plant 0076/18-02-2019 -- 11.08.55,475_Cam_06.png","A2/00210 Plant 0076 Plant 0076/18-02-2019 -- 11.08.55,475_Cam_03.png",A2,Plant 0076
4,4,4,4,"A2/00211 Plant 0077 Plant 0077/18-02-2019 -- 11.09.06,012_Cam_06.png","A2/00211 Plant 0077 Plant 0077/18-02-2019 -- 11.09.06,012_Cam_03.png",A2,Plant 0077
1,1,1,1,"A2/00212 Plant 0078 Plant 0078/18-02-2019 -- 11.09.11,368_Cam_06.png","A2/00212 Plant 0078 Plant 0078/18-02-2019 -- 11.09.11,368_Cam_03.png",A2,Plant 0078
1,1,1,1,"A2/00213 Plant 0079 Plant 0079/18-02-2019 -- 11.09.17,805_Cam_06.png","A2/00213 Plant 0079 Plant 0079/18-02-2019 -- 11.09.17,805_Cam_03.png",A2,Plant 0079
1,1,1,1,"A2/00214 Plant 0080 Plant 0080/18-02-2019 -- 11.09.24,202_Cam_06.png","A2/00214 Plant 0080 Plant 0080/18-02-2019 -- 11.09.24,202_Cam_03.png",A2,Plant 0080
2,3,2,2,"A2/00215 Plant 0081 Plant 0081/18-02-2019 -- 11.09.31,778_Cam_06.png","A2/00215 Plant 0081 Plant 0081/18-02-2019 -- 11.09.31,778_Cam_03.png",A2,Plant 0081
4,4,4,3,"A2/00216 Plant 0082 Plant 0082/18-02-2019 -- 11.09.37,485_Cam_06.png","A2/00216 Plant 0082 Plant 0082/18-02-2019 -- 11.09.37,485_Cam_03.png",A2,Plant 0082
1,1,1,1,"A2/00217 Plant 0083 Plant 0083/18-02-2019 -- 11.09.44,089_Cam_06.png","A2/00217 Plant 0083 Plant 0083/18-02-2019 -- 11.09.44,089_Cam_03.png",A2,Plant 0083
1,1,2,1,"A2/00218 Plant 0084 Plant 0084/18-02-2019 -- 11.10.07,388_Cam_06.png","A2/00218 Plant 0084 Plant 0084/18-02-2019 -- 11.10.07,388_Cam_03.png",A2,Plant 0084
1,1,2,1,"A2/00219 Plant 0085 Plant 0085/18-02-2019 -- 11.10.13,294_Cam_06.png","A2/00219 Plant 0085 Plant 0085/18-02-2019 -- 11.10.13,294_Cam_03.png",A2,Plant 0085
1,1,1,1,"A2/00220 Plant 0086 Plant 0086/18-02-2019 -- 11.10.19,444_Cam_06.png","A2/00220 Plant 0086 Plant 0086/18-02-2019 -- 11.10.19,444_Cam_03.png",A2,Plant 0086
1,1,1,1,"A2/00221 Plant 0087 Plant 0087/18-02-2019 -- 11.10.25,003_Cam_06.png","A2/00221 Plant 0087 Plant 0087/18-02-2019 -- 11.10.25,003_Cam_03.png",A2,Plant 0087
1,1,1,1,"A2/00222 Plant 0088 Plant 0088/18-02-2019 -- 11.10.31,515_Cam_06.png","A2/00222 Plant 0088 Plant 0088/18-02-2019 -- 11.10.31,515_Cam_03.png",A2,Plant 0088
1,1,1,1,"A2/00223 Plant 0089 Plant 0089/18-02-2019 -- 11.10.37,730_Cam_06.png","A2/00223 Plant 0089 Plant 0089/18-02-2019 -- 11.10.37,730_Cam_03.png",A2,Plant 0089
1,1,1,1,"A2/00224 Plant 0090 Plant 0090/18-02-2019 -- 11.10.45,470_Cam_06.png","A2/00224 Plant 0090 Plant 0090/18-02-2019 -- 11.10.45,470_Cam_03.png",A2,Plant 0090
1,1,1,1,"A2/00225 Plant 0091 Plant 0091/18-02-2019 -- 11.10.52,216_Cam_06.png","A2/00225 Plant 0091 Plant 0091/18-02-2019 -- 11.10.52,216_Cam_03.png",A2,Plant 0091
1,1,2,1,"A2/00226 Plant 0092 Plant 0092/18-02-2019 -- 11.10.58,928_Cam_06.png","A2/00226 Plant 0092 Plant 0092/18-02-2019 -- 11.10.58,928_Cam_03.png",A2,Plant 0092
1,1,1,1,"A2/00227 Plant 0093 Plant 0093/18-02-2019 -- 11.11.05,421_Cam_06.png","A2/00227 Plant 0093 Plant 0093/18-02-2019 -- 11.11.05,421_Cam_03.png",A2,Plant 0093
2,3,3,3,"A2/00228 Plant 0094 Plant 0094/18-02-2019 -- 11.11.11,681_Cam_06.png","A2/00228 Plant 0094 Plant 0094/18-02-2019 -- 11.11.11,681_Cam_03.png",A2,Plant 0094
3,3,3,3,"A2/00229 Plant 0095 Plant 0095/18-02-2019 -- 11.11.40,648_Cam_06.png","A2/00229 Plant 0095 Plant 0095/18-02-2019 -- 11.11.40,648_Cam_03.png",A2,Plant 0095
4,4,4,4,"A2/00230 Plant 0096 Plant 0096/18-02-2019 -- 11.11.46,417_Cam_06.png","A2/00230 Plant 0096 Plant 0096/18-02-2019 -- 11.11.46,417_Cam_03.png",A2,Plant 0096
4,4,4,4,"A2/00231 Plant 0097 Plant 0097/18-02-2019 -- 11.11.52,319_Cam_06.png","A2/00231 Plant 0097 Plant 0097/18-02-2019 -- 11.11.52,319_Cam_03.png",A2,Plant 0097
1,1,1,1,"A2/00232 Plant 0098 Plant 0098/18-02-2019 -- 11.12.00,505_Cam_06.png","A2/00232 Plant 0098 Plant 0098/18-02-2019 -- 11.12.00,505_Cam_03.png",A2,Plant 0098
1,1,1,1,"A2/00233 Plant 0099 Plant 0099/18-02-2019 -- 11.12.06,482_Cam_06.png","A2/00233 Plant 0099 Plant 0099/18-02-2019 -- 11.12.06,482_Cam_03.png",A2,Plant 0099
1,2,2,2,"A2/00234 Plant 0100 Plant 0100/18-02-2019 -- 11.12.11,795_Cam_06.png","A2/00234 Plant 0100 Plant 0100/18-02-2019 -- 11.12.11,795_Cam_03.png",A2,Plant 0100
2,1,2,2,"A2/00235 Plant 0101 Plant 0101/18-02-2019 -- 11.12.17,455_Cam_06.png","A2/00235 Plant 0101 Plant 0101/18-02-2019 -- 11.12.17,455_Cam_03.png",A2,Plant 0101
2,1,2,3,"A2/00236 Plant 0102 Plant 0102/18-02-2019 -- 11.12.23,322_Cam_06.png","A2/00236 Plant 0102 Plant 0102/18-02-2019 -- 11.12.23,322_Cam_03.png",A2,Plant 0102
1,1,2,1,"A2/00237 Plant 0103 Plant 0103/18-02-2019 -- 11.12.30,299_Cam_06.png","A2/00237 Plant 0103 Plant 0103/18-02-2019 -- 11.12.30,299_Cam_03.png",A2,Plant 0103
3,3,3,3,"A2/00238 Plant 0104 Plant 0104/18-02-2019 -- 11.12.36,258_Cam_06.png","A2/00238 Plant 0104 Plant 0104/18-02-2019 -- 11.12.36,258_Cam_03.png",A2,Plant 0104
1,1,1,1,"A2/00239 Plant 0105 Plant 0105/18-02-2019 -- 11.13.00,201_Cam_06.png","A2/00239 Plant 0105 Plant 0105/18-02-2019 -- 11.13.00,201_Cam_03.png",A2,Plant 0105
2,2,2,3,"A2/00240 Plant 0106 Plant 0106/18-02-2019 -- 11.13.08,235_Cam_06.png","A2/00240 Plant 0106 Plant 0106/18-02-2019 -- 11.13.08,235_Cam_03.png",A2,Plant 0106
1,1,1,1,"A2/00241 Plant 0107 Plant 0107/18-02-2019 -- 11.13.16,342_Cam_06.png","A2/00241 Plant 0107 Plant 0107/18-02-2019 -- 11.13.16,342_Cam_03.png",A2,Plant 0107
1,1,1,1,"A2/00242 Plant 0108 Plant 0108/18-02-2019 -- 11.13.22,883_Cam_06.png","A2/00242 Plant 0108 Plant 0108/18-02-2019 -- 11.13.22,883_Cam_03.png",A2,Plant 0108
2,1,1,1,"A2/00243 Plant 0109 Plant 0109/18-02-2019 -- 11.13.29,023_Cam_06.png","A2/00243 Plant 0109 Plant 0109/18-02-2019 -- 11.13.29,023_Cam_03.png",A2,Plant 0109
1,1,2,1,"A2/00244 Plant 0110 Plant 0110/18-02-2019 -- 11.13.35,917_Cam_06.png","A2/00244 Plant 0110 Plant 0110/18-02-2019 -- 11.13.35,917_Cam_03.png",A2,Plant 0110
1,1,1,1,"A2/00245 Plant 0111 Plant 0111/18-02-2019 -- 11.13.41,545_Cam_06.png","A2/00245 Plant 0111 Plant 0111/18-02-2019 -- 11.13.41,545_Cam_03.png",A2,Plant 0111
4,4,4,4,"A2/00246 Plant 0112 Plant 0112/18-02-2019 -- 11.13.47,817_Cam_06.png","A2/00246 Plant 0112 Plant 0112/18-02-2019 -- 11.13.47,817_Cam_03.png",A2,Plant 0112
1,1,1,1,"A2/00247 Plant 0113 Plant 0113/18-02-2019 -- 11.13.55,488_Cam_06.png","A2/00247 Plant 0113 Plant 0113/18-02-2019 -- 11.13.55,488_Cam_03.png",A2,Plant 0113
4,4,4,4,"A2/00248 Plant 0114 Plant 0114/18-02-2019 -- 11.14.22,209_Cam_06.png","A2/00248 Plant 0114 Plant 0114/18-02-2019 -- 11.14.22,209_Cam_03.png",A2,Plant 0114
2,1,2,2,"A2/00249 Plant 0115 Plant 0115/18-02-2019 -- 11.14.27,837_Cam_06.png","A2/00249 Plant 0115 Plant 0115/18-02-2019 -- 11.14.27,837_Cam_03.png",A2,Plant 0115
1,1,1,1,"A2/00250 Plant 0116 Plant 0116/18-02-2019 -- 11.14.34,296_Cam_06.png","A2/00250 Plant 0116 Plant 0116/18-02-2019 -- 11.14.34,296_Cam_03.png",A2,Plant 0116
3,3,3,3,"A2/00251 Plant 0117 Plant 0117/18-02-2019 -- 11.15.18,942_Cam_06.png","A2/00251 Plant 0117 Plant 0117/18-02-2019 -- 11.15.18,942_Cam_03.png",A2,Plant 0117
1,1,2,3,"A2/00252 Plant 0118 Plant 0118/18-02-2019 -- 11.15.24,825_Cam_06.png","A2/00252 Plant 0118 Plant 0118/18-02-2019 -- 11.15.24,825_Cam_03.png",A2,Plant 0118
3,3,3,3,"A2/00253 Plant 0119 Plant 0119/18-02-2019 -- 11.15.31,187_Cam_06.png","A2/00253 Plant 0119 Plant 0119/18-02-2019 -- 11.15.31,187_Cam_03.png",A2,Plant 0119
2,1,2,2,"A2/00254 Plant 0120 Plant 0120/18-02-2019 -- 11.15.36,992_Cam_06.png","A2/00254 Plant 0120 Plant 0120/18-02-2019 -- 11.15.36,992_Cam_03.png",A2,Plant 0120
1,1,1,1,"A2/00255 Plant 0121 Plant 0121/18-02-2019 -- 11.15.43,512_Cam_06.png","A2/00255 Plant 0121 Plant 0121/18-02-2019 -- 11.15.43,512_Cam_03.png",A2,Plant 0121
2,2,2,2,"A2/00256 Plant 0122 Plant 0122/18-02-2019 -- 11.15.50,155_Cam_06.png","A2/00256 Plant 0122 Plant 0122/18-02-2019 -- 11.15.50,155_Cam_03.png",A2,Plant 0122
1,1,2,1,"A2/00257 Plant 0123 Plant 0123/18-02-2019 -- 11.15.56,341_Cam_06.png","A2/00257 Plant 0123 Plant 0123/18-02-2019 -- 11.15.56,341_Cam_03.png",A2,Plant 0123
1,1,1,1,"A2/00258 Plant 0124 Plant 0124/18-02-2019 -- 11.16.17,681_Cam_06.png","A2/00258 Plant 0124 Plant 0124/18-02-2019 -- 11.16.17,681_Cam_03.png",A2,Plant 0124
